DimDateId,PersianInt,PersianStr,persianYear,persianMonth,persianMonthName,persianDay,PersianDayName,PersianDayOfWeek,persianDayOfMonth,persianWeekOfYear,persianSeasonOfYear,persianSeasonName,PersianMonthDay,PersianFullName,GregorianYearInt,GregorianStr,GregorianStrDash,GregorianMonth,GregorianMonthName,GregorianDayOfMonth,GregorianMonthDay,GregorianYearMonth,GregorianDayOfWeekName,HalfOFYearName,HalfOFYear,IsHoliday,DecadeName,Decade,HalfMoonName
1147,14021104,1402/11/04,1402,11,بهمن,310,چهارشنبه,5,4,45,4,سه ماهه چهارم,11,چهارشنبه 4 بهمن 1402,202401,2024-01-24 00:00:00.000,2024-01-24,1,January,24,124,202401,Wednesday,نيمسال دوم,2,NULL,دهه اول,1184,نیمه اول ماه
1148,14021105,1402/11/05,1402,11,بهمن,311,پنج شنبه,6,5,45,4,سه ماهه چهارم,11,پنج شنبه 5 بهمن 1402,202401,2024-01-25 00:00:00.000,2024-01-25,1,January,25,125,202401,Thursday,نيمسال دوم,2,NULL,دهه اول,1185,نیمه اول ماه
1149,14021106,1402/11/06,1402,11,بهمن,312,جمعه,7,6,45,4,سه ماهه چهارم,11,جمعه 6 بهمن 1402,202401,2024-01-26 00:00:00.000,2024-01-26,1,January,26,126,202401,Friday,نيمسال دوم,2,True,دهه اول,1186,نیمه اول ماه
1150,14021107,1402/11/07,1402,11,بهمن,313,شنبه,1,7,46,4,سه ماهه چهارم,11,شنبه 7 بهمن 1402,202401,2024-01-27 00:00:00.000,2024-01-27,1,January,27,127,202401,Saturday,نيمسال دوم,2,NULL,دهه اول,1187,نیمه اول ماه
1151,14021108,1402/11/08,1402,11,بهمن,314,یکشنبه,2,8,46,4,سه ماهه چهارم,11,یکشنبه 8 بهمن 1402,202401,2024-01-28 00:00:00.000,2024-01-28,1,January,28,128,202401,Sunday,نيمسال دوم,2,NULL,دهه اول,1188,نیمه اول ماه
1152,14021109,1402/11/09,1402,11,بهمن,315,دوشنبه,3,9,46,4,سه ماهه چهارم,11,دوشنبه 9 بهمن 1402,202401,2024-01-29 00:00:00.000,2024-01-29,1,January,29,129,202401,Monday,نيمسال دوم,2,NULL,دهه اول,1189,نیمه اول ماه
1153,14021110,1402/11/10,1402,11,بهمن,316,سه شنبه,4,10,46,4,سه ماهه چهارم,11,سه شنبه 10 بهمن 1402,202401,2024-01-30 00:00:00.000,2024-01-30,1,January,30,130,202401,Tuesday,نيمسال دوم,2,NULL,دهه اول,1190,نیمه اول ماه
1154,14021111,1402/11/11,1402,11,بهمن,317,چهارشنبه,5,11,46,4,سه ماهه چهارم,11,چهارشنبه 11 بهمن 1402,202401,2024-01-31 00:00:00.000,2024-01-31,1,January,31,131,202401,Wednesday,نيمسال دوم,2,NULL,دهه دوم,NULL,نیمه اول ماه
1155,14021112,1402/11/12,1402,11,بهمن,318,پنج شنبه,6,12,46,4,سه ماهه چهارم,11,پنج شنبه 12 بهمن 1402,202402,2024-02-01 00:00:00.000,2024-02-01,2,February,1,201,202402,Thursday,نيمسال دوم,2,NULL,دهه دوم,NULL,نیمه اول ماه
1156,14021113,1402/11/13,1402,11,بهمن,319,جمعه,7,13,46,4,سه ماهه چهارم,11,جمعه 13 بهمن 1402,202402,2024-02-02 00:00:00.000,2024-02-02,2,February,2,202,202402,Friday,نيمسال دوم,2,True,دهه دوم,NULL,نیمه اول ماه
1157,14021114,1402/11/14,1402,11,بهمن,320,شنبه,1,14,47,4,سه ماهه چهارم,11,شنبه 14 بهمن 1402,202402,2024-02-03 00:00:00.000,2024-02-03,2,February,3,203,202402,Saturday,نيمسال دوم,2,NULL,دهه دوم,NULL,نیمه اول ماه
1158,14021115,1402/11/15,1402,11,بهمن,321,یکشنبه,2,15,47,4,سه ماهه چهارم,11,یکشنبه 15 بهمن 1402,202402,2024-02-04 00:00:00.000,2024-02-04,2,February,4,204,202402,Sunday,نيمسال دوم,2,NULL,دهه دوم,NULL,نیمه اول ماه
1159,14021116,1402/11/16,1402,11,بهمن,322,دوشنبه,3,16,47,4,سه ماهه چهارم,11,دوشنبه 16 بهمن 1402,202402,2024-02-05 00:00:00.000,2024-02-05,2,February,5,205,202402,Monday,نيمسال دوم,2,NULL,دهه دوم,NULL,نیمه دوم ماه
1160,14021117,1402/11/17,1402,11,بهمن,323,سه شنبه,4,17,47,4,سه ماهه چهارم,11,سه شنبه 17 بهمن 1402,202402,2024-02-06 00:00:00.000,2024-02-06,2,February,6,206,202402,Tuesday,نيمسال دوم,2,NULL,دهه دوم,NULL,نیمه دوم ماه
1161,14021118,1402/11/18,1402,11,بهمن,324,چهارشنبه,5,18,47,4,سه ماهه چهارم,11,چهارشنبه 18 بهمن 1402,202402,2024-02-07 00:00:00.000,2024-02-07,2,February,7,207,202402,Wednesday,نيمسال دوم,2,NULL,دهه دوم,NULL,نیمه دوم ماه
1162,14021119,1402/11/19,1402,11,بهمن,325,پنج شنبه,6,19,47,4,سه ماهه چهارم,11,پنج شنبه 19 بهمن 1402,202402,2024-02-08 00:00:00.000,2024-02-08,2,February,8,208,202402,Thursday,نيمسال دوم,2,NULL,دهه دوم,NULL,نیمه دوم ماه
1163,14021120,1402/11/20,1402,11,بهمن,326,جمعه,7,20,47,4,سه ماهه چهارم,11,جمعه 20 بهمن 1402,202402,2024-02-09 00:00:00.000,2024-02-09,2,February,9,209,202402,Friday,نيمسال دوم,2,True,دهه دوم,NULL,نیمه دوم ماه
1164,14021121,1402/11/21,1402,11,بهمن,327,شنبه,1,21,48,4,سه ماهه چهارم,11,شنبه 21 بهمن 1402,202402,2024-02-10 00:00:00.000,2024-02-10,2,February,10,210,202402,Saturday,نيمسال دوم,2,NULL,دهه سوم,NULL,نیمه دوم ماه
1165,14021122,1402/11/22,1402,11,بهمن,328,یکشنبه,2,22,48,4,سه ماهه چهارم,11,یکشنبه 22 بهمن 1402,202402,2024-02-11 00:00:00.000,2024-02-11,2,February,11,211,202402,Sunday,نيمسال دوم,2,NULL,دهه سوم,NULL,نیمه دوم ماه
1166,14021123,1402/11/23,1402,11,بهمن,329,دوشنبه,3,23,48,4,سه ماهه چهارم,11,دوشنبه 23 بهمن 1402,202402,2024-02-12 00:00:00.000,2024-02-12,2,February,12,212,202402,Monday,نيمسال دوم,2,NULL,دهه سوم,NULL,نیمه دوم ماه
1167,14021124,1402/11/24,1402,11,بهمن,330,سه شنبه,4,24,48,4,سه ماهه چهارم,11,سه شنبه 24 بهمن 1402,202402,2024-02-13 00:00:00.000,2024-02-13,2,February,13,213,202402,Tuesday,نيمسال دوم,2,NULL,دهه سوم,NULL,نیمه دوم ماه
1168,14021125,1402/11/25,1402,11,بهمن,331,چهارشنبه,5,25,48,4,سه ماهه چهارم,11,چهارشنبه 25 بهمن 1402,202402,2024-02-14 00:00:00.000,2024-02-14,2,February,14,214,202402,Wednesday,نيمسال دوم,2,NULL,دهه سوم,NULL,نیمه دوم ماه
1169,14021126,1402/11/26,1402,11,بهمن,332,پنج شنبه,6,26,48,4,سه ماهه چهارم,11,پنج شنبه 26 بهمن 1402,202402,2024-02-15 00:00:00.000,2024-02-15,2,February,15,215,202402,Thursday,نيمسال دوم,2,NULL,دهه سوم,NULL,نیمه دوم ماه
1170,14021127,1402/11/27,1402,11,بهمن,333,جمعه,7,27,48,4,سه ماهه چهارم,11,جمعه 27 بهمن 1402,202402,2024-02-16 00:00:00.000,2024-02-16,2,February,16,216,202402,Friday,نيمسال دوم,2,True,دهه سوم,NULL,نیمه دوم ماه
1171,14021128,1402/11/28,1402,11,بهمن,334,شنبه,1,28,49,4,سه ماهه چهارم,11,شنبه 28 بهمن 1402,202402,2024-02-17 00:00:00.000,2024-02-17,2,February,17,217,202402,Saturday,نيمسال دوم,2,NULL,دهه سوم,NULL,نیمه دوم ماه
1172,14021129,1402/11/29,1402,11,بهمن,335,یکشنبه,2,29,49,4,سه ماهه چهارم,11,یکشنبه 29 بهمن 1402,202402,2024-02-18 00:00:00.000,2024-02-18,2,February,18,218,202402,Sunday,نيمسال دوم,2,NULL,دهه سوم,NULL,نیمه دوم ماه
1173,14021130,1402/11/30,1402,11,بهمن,336,دوشنبه,3,30,49,4,سه ماهه چهارم,11,دوشنبه 30 بهمن 1402,202402,2024-02-19 00:00:00.000,2024-02-19,2,February,19,219,202402,Monday,نيمسال دوم,2,NULL,دهه سوم,NULL,نیمه دوم ماه
1174,14021201,1402/12/01,1402,12,اسفند,337,سه شنبه,4,1,49,4,سه ماهه چهارم,12,سه شنبه 1 اسفند 1402,202402,2024-02-20 00:00:00.000,2024-02-20,2,February,20,220,202402,Tuesday,نيمسال دوم,2,NULL,دهه اول,1191,نیمه اول ماه
1175,14021202,1402/12/02,1402,12,اسفند,338,چهارشنبه,5,2,49,4,سه ماهه چهارم,12,چهارشنبه 2 اسفند 1402,202402,2024-02-21 00:00:00.000,2024-02-21,2,February,21,221,202402,Wednesday,نيمسال دوم,2,NULL,دهه اول,1192,نیمه اول ماه
1176,14021203,1402/12/03,1402,12,اسفند,339,پنج شنبه,6,3,49,4,سه ماهه چهارم,12,پنج شنبه 3 اسفند 1402,202402,2024-02-22 00:00:00.000,2024-02-22,2,February,22,222,202402,Thursday,نيمسال دوم,2,NULL,دهه اول,1193,نیمه اول ماه
1177,14021204,1402/12/04,1402,12,اسفند,340,جمعه,7,4,49,4,سه ماهه چهارم,12,جمعه 4 اسفند 1402,202402,2024-02-23 00:00:00.000,2024-02-23,2,February,23,223,202402,Friday,نيمسال دوم,2,True,دهه اول,1194,نیمه اول ماه
1178,14021205,1402/12/05,1402,12,اسفند,341,شنبه,1,5,50,4,سه ماهه چهارم,12,شنبه 5 اسفند 1402,202402,2024-02-24 00:00:00.000,2024-02-24,2,February,24,224,202402,Saturday,نيمسال دوم,2,NULL,دهه اول,1195,نیمه اول ماه
1179,14021206,1402/12/06,1402,12,اسفند,342,یکشنبه,2,6,50,4,سه ماهه چهارم,12,یکشنبه 6 اسفند 1402,202402,2024-02-25 00:00:00.000,2024-02-25,2,February,25,225,202402,Sunday,نيمسال دوم,2,NULL,دهه اول,1196,نیمه اول ماه
1180,14021207,1402/12/07,1402,12,اسفند,343,دوشنبه,3,7,50,4,سه ماهه چهارم,12,دوشنبه 7 اسفند 1402,202402,2024-02-26 00:00:00.000,2024-02-26,2,February,26,226,202402,Monday,نيمسال دوم,2,NULL,دهه اول,1197,نیمه اول ماه
1181,14021208,1402/12/08,1402,12,اسفند,344,سه شنبه,4,8,50,4,سه ماهه چهارم,12,سه شنبه 8 اسفند 1402,202402,2024-02-27 00:00:00.000,2024-02-27,2,February,27,227,202402,Tuesday,نيمسال دوم,2,NULL,دهه اول,1198,نیمه اول ماه
1182,14021209,1402/12/09,1402,12,اسفند,345,چهارشنبه,5,9,50,4,سه ماهه چهارم,12,چهارشنبه 9 اسفند 1402,202402,2024-02-28 00:00:00.000,2024-02-28,2,February,28,228,202402,Wednesday,نيمسال دوم,2,NULL,دهه اول,1199,نیمه اول ماه
1183,14021210,1402/12/10,1402,12,اسفند,346,پنج شنبه,6,10,50,4,سه ماهه چهارم,12,پنج شنبه 10 اسفند 1402,202402,2024-02-29 00:00:00.000,2024-02-29,2,February,29,229,202402,Thursday,نيمسال دوم,2,NULL,دهه اول,1200,نیمه اول ماه
1184,14021211,1402/12/11,1402,12,اسفند,347,جمعه,7,11,50,4,سه ماهه چهارم,12,جمعه 11 اسفند 1402,202403,2024-03-01 00:00:00.000,2024-03-01,3,March,1,301,202403,Friday,نيمسال دوم,2,True,دهه دوم,NULL,نیمه اول ماه
1185,14021212,1402/12/12,1402,12,اسفند,348,شنبه,1,12,51,4,سه ماهه چهارم,12,شنبه 12 اسفند 1402,202403,2024-03-02 00:00:00.000,2024-03-02,3,March,2,302,202403,Saturday,نيمسال دوم,2,NULL,دهه دوم,NULL,نیمه اول ماه
1186,14021213,1402/12/13,1402,12,اسفند,349,یکشنبه,2,13,51,4,سه ماهه چهارم,12,یکشنبه 13 اسفند 1402,202403,2024-03-03 00:00:00.000,2024-03-03,3,March,3,303,202403,Sunday,نيمسال دوم,2,NULL,دهه دوم,NULL,نیمه اول ماه
1187,14021214,1402/12/14,1402,12,اسفند,350,دوشنبه,3,14,51,4,سه ماهه چهارم,12,دوشنبه 14 اسفند 1402,202403,2024-03-04 00:00:00.000,2024-03-04,3,March,4,304,202403,Monday,نيمسال دوم,2,NULL,دهه دوم,NULL,نیمه اول ماه
1188,14021215,1402/12/15,1402,12,اسفند,351,سه شنبه,4,15,51,4,سه ماهه چهارم,12,سه شنبه 15 اسفند 1402,202403,2024-03-05 00:00:00.000,2024-03-05,3,March,5,305,202403,Tuesday,نيمسال دوم,2,NULL,دهه دوم,NULL,نیمه اول ماه
1189,14021216,1402/12/16,1402,12,اسفند,352,چهارشنبه,5,16,51,4,سه ماهه چهارم,12,چهارشنبه 16 اسفند 1402,202403,2024-03-06 00:00:00.000,2024-03-06,3,March,6,306,202403,Wednesday,نيمسال دوم,2,NULL,دهه دوم,NULL,نیمه دوم ماه
1190,14021217,1402/12/17,1402,12,اسفند,353,پنج شنبه,6,17,51,4,سه ماهه چهارم,12,پنج شنبه 17 اسفند 1402,202403,2024-03-07 00:00:00.000,2024-03-07,3,March,7,307,202403,Thursday,نيمسال دوم,2,NULL,دهه دوم,NULL,نیمه دوم ماه
1191,14021218,1402/12/18,1402,12,اسفند,354,جمعه,7,18,51,4,سه ماهه چهارم,12,جمعه 18 اسفند 1402,202403,2024-03-08 00:00:00.000,2024-03-08,3,March,8,308,202403,Friday,نيمسال دوم,2,True,دهه دوم,NULL,نیمه دوم ماه
1192,14021219,1402/12/19,1402,12,اسفند,355,شنبه,1,19,52,4,سه ماهه چهارم,12,شنبه 19 اسفند 1402,202403,2024-03-09 00:00:00.000,2024-03-09,3,March,9,309,202403,Saturday,نيمسال دوم,2,NULL,دهه دوم,NULL,نیمه دوم ماه
1193,14021220,1402/12/20,1402,12,اسفند,356,یکشنبه,2,20,52,4,سه ماهه چهارم,12,یکشنبه 20 اسفند 1402,202403,2024-03-10 00:00:00.000,2024-03-10,3,March,10,310,202403,Sunday,نيمسال دوم,2,NULL,دهه دوم,NULL,نیمه دوم ماه
1194,14021221,1402/12/21,1402,12,اسفند,357,دوشنبه,3,21,52,4,سه ماهه چهارم,12,دوشنبه 21 اسفند 1402,202403,2024-03-11 00:00:00.000,2024-03-11,3,March,11,311,202403,Monday,نيمسال دوم,2,NULL,دهه سوم,NULL,نیمه دوم ماه
1195,14021222,1402/12/22,1402,12,اسفند,358,سه شنبه,4,22,52,4,سه ماهه چهارم,12,سه شنبه 22 اسفند 1402,202403,2024-03-12 00:00:00.000,2024-03-12,3,March,12,312,202403,Tuesday,نيمسال دوم,2,NULL,دهه سوم,NULL,نیمه دوم ماه
1196,14021223,1402/12/23,1402,12,اسفند,359,چهارشنبه,5,23,52,4,سه ماهه چهارم,12,چهارشنبه 23 اسفند 1402,202403,2024-03-13 00:00:00.000,2024-03-13,3,March,13,313,202403,Wednesday,نيمسال دوم,2,NULL,دهه سوم,NULL,نیمه دوم ماه
1197,14021224,1402/12/24,1402,12,اسفند,360,پنج شنبه,6,24,52,4,سه ماهه چهارم,12,پنج شنبه 24 اسفند 1402,202403,2024-03-14 00:00:00.000,2024-03-14,3,March,14,314,202403,Thursday,نيمسال دوم,2,NULL,دهه سوم,NULL,نیمه دوم ماه
1198,14021225,1402/12/25,1402,12,اسفند,361,جمعه,7,25,52,4,سه ماهه چهارم,12,جمعه 25 اسفند 1402,202403,2024-03-15 00:00:00.000,2024-03-15,3,March,15,315,202403,Friday,نيمسال دوم,2,True,دهه سوم,NULL,نیمه دوم ماه
1199,14021226,1402/12/26,1402,12,اسفند,362,شنبه,1,26,53,4,سه ماهه چهارم,12,شنبه 26 اسفند 1402,202403,2024-03-16 00:00:00.000,2024-03-16,3,March,16,316,202403,Saturday,نيمسال دوم,2,NULL,دهه سوم,NULL,نیمه دوم ماه
1200,14021227,1402/12/27,1402,12,اسفند,363,یکشنبه,2,27,53,4,سه ماهه چهارم,12,یکشنبه 27 اسفند 1402,202403,2024-03-17 00:00:00.000,2024-03-17,3,March,17,317,202403,Sunday,نيمسال دوم,2,NULL,دهه سوم,NULL,نیمه دوم ماه
1201,14021228,1402/12/28,1402,12,اسفند,364,دوشنبه,3,28,53,4,سه ماهه چهارم,12,دوشنبه 28 اسفند 1402,202403,2024-03-18 00:00:00.000,2024-03-18,3,March,18,318,202403,Monday,نيمسال دوم,2,NULL,دهه سوم,NULL,نیمه دوم ماه
1202,14021229,1402/12/29,1402,12,اسفند,365,سه شنبه,4,29,53,4,سه ماهه چهارم,12,سه شنبه 29 اسفند 1402,202403,2024-03-19 00:00:00.000,2024-03-19,3,March,19,319,202403,Tuesday,نيمسال دوم,2,NULL,دهه سوم,NULL,نیمه دوم ماه
1203,14030101,1403/01/01,1403,1,فروردین,1,چهارشنبه,5,1,1,1,سه ماهه اول,1,چهارشنبه 1 فروردین 1403,202403,2024-03-20 00:00:00.000,2024-03-20,3,March,20,320,202403,Wednesday,نيمسال اول,1,NULL,دهه اول,1201,نیمه اول ماه
1204,14030102,1403/01/02,1403,1,فروردین,2,پنج شنبه,6,2,1,1,سه ماهه اول,1,پنج شنبه 2 فروردین 1403,202403,2024-03-21 00:00:00.000,2024-03-21,3,March,21,321,202403,Thursday,نيمسال اول,1,NULL,دهه اول,1202,نیمه اول ماه
1205,14030103,1403/01/03,1403,1,فروردین,3,جمعه,7,3,1,1,سه ماهه اول,1,جمعه 3 فروردین 1403,202403,2024-03-22 00:00:00.000,2024-03-22,3,March,22,322,202403,Friday,نيمسال اول,1,True,دهه اول,1203,نیمه اول ماه
1206,14030104,1403/01/04,1403,1,فروردین,4,شنبه,1,4,2,1,سه ماهه اول,1,شنبه 4 فروردین 1403,202403,2024-03-23 00:00:00.000,2024-03-23,3,March,23,323,202403,Saturday,نيمسال اول,1,NULL,دهه اول,1204,نیمه اول ماه
1207,14030105,1403/01/05,1403,1,فروردین,5,یکشنبه,2,5,2,1,سه ماهه اول,1,یکشنبه 5 فروردین 1403,202403,2024-03-24 00:00:00.000,2024-03-24,3,March,24,324,202403,Sunday,نيمسال اول,1,NULL,دهه اول,1205,نیمه اول ماه
1208,14030106,1403/01/06,1403,1,فروردین,6,دوشنبه,3,6,2,1,سه ماهه اول,1,دوشنبه 6 فروردین 1403,202403,2024-03-25 00:00:00.000,2024-03-25,3,March,25,325,202403,Monday,نيمسال اول,1,NULL,دهه اول,1206,نیمه اول ماه
1209,14030107,1403/01/07,1403,1,فروردین,7,سه شنبه,4,7,2,1,سه ماهه اول,1,سه شنبه 7 فروردین 1403,202403,2024-03-26 00:00:00.000,2024-03-26,3,March,26,326,202403,Tuesday,نيمسال اول,1,NULL,دهه اول,1207,نیمه اول ماه
1210,14030108,1403/01/08,1403,1,فروردین,8,چهارشنبه,5,8,2,1,سه ماهه اول,1,چهارشنبه 8 فروردین 1403,202403,2024-03-27 00:00:00.000,2024-03-27,3,March,27,327,202403,Wednesday,نيمسال اول,1,NULL,دهه اول,1208,نیمه اول ماه
1211,14030109,1403/01/09,1403,1,فروردین,9,پنج شنبه,6,9,2,1,سه ماهه اول,1,پنج شنبه 9 فروردین 1403,202403,2024-03-28 00:00:00.000,2024-03-28,3,March,28,328,202403,Thursday,نيمسال اول,1,NULL,دهه اول,1209,نیمه اول ماه
1212,14030110,1403/01/10,1403,1,فروردین,10,جمعه,7,10,2,1,سه ماهه اول,1,جمعه 10 فروردین 1403,202403,2024-03-29 00:00:00.000,2024-03-29,3,March,29,329,202403,Friday,نيمسال اول,1,True,دهه اول,1210,نیمه اول ماه
1213,14030111,1403/01/11,1403,1,فروردین,11,شنبه,1,11,3,1,سه ماهه اول,1,شنبه 11 فروردین 1403,202403,2024-03-30 00:00:00.000,2024-03-30,3,March,30,330,202403,Saturday,نيمسال اول,1,NULL,دهه دوم,NULL,نیمه اول ماه
1214,14030112,1403/01/12,1403,1,فروردین,12,یکشنبه,2,12,3,1,سه ماهه اول,1,یکشنبه 12 فروردین 1403,202403,2024-03-31 00:00:00.000,2024-03-31,3,March,31,331,202403,Sunday,نيمسال اول,1,NULL,دهه دوم,NULL,نیمه اول ماه
1215,14030113,1403/01/13,1403,1,فروردین,13,دوشنبه,3,13,3,1,سه ماهه اول,1,دوشنبه 13 فروردین 1403,202404,2024-04-01 00:00:00.000,2024-04-01,4,April,1,401,202404,Monday,نيمسال اول,1,NULL,دهه دوم,NULL,نیمه اول ماه
1216,14030114,1403/01/14,1403,1,فروردین,14,سه شنبه,4,14,3,1,سه ماهه اول,1,سه شنبه 14 فروردین 1403,202404,2024-04-02 00:00:00.000,2024-04-02,4,April,2,402,202404,Tuesday,نيمسال اول,1,NULL,دهه دوم,NULL,نیمه اول ماه
1217,14030115,1403/01/15,1403,1,فروردین,15,چهارشنبه,5,15,3,1,سه ماهه اول,1,چهارشنبه 15 فروردین 1403,202404,2024-04-03 00:00:00.000,2024-04-03,4,April,3,403,202404,Wednesday,نيمسال اول,1,NULL,دهه دوم,NULL,نیمه اول ماه
1218,14030116,1403/01/16,1403,1,فروردین,16,پنج شنبه,6,16,3,1,سه ماهه اول,1,پنج شنبه 16 فروردین 1403,202404,2024-04-04 00:00:00.000,2024-04-04,4,April,4,404,202404,Thursday,نيمسال اول,1,NULL,دهه دوم,NULL,نیمه دوم ماه
1219,14030117,1403/01/17,1403,1,فروردین,17,جمعه,7,17,3,1,سه ماهه اول,1,جمعه 17 فروردین 1403,202404,2024-04-05 00:00:00.000,2024-04-05,4,April,5,405,202404,Friday,نيمسال اول,1,True,دهه دوم,NULL,نیمه دوم ماه
1220,14030118,1403/01/18,1403,1,فروردین,18,شنبه,1,18,4,1,سه ماهه اول,1,شنبه 18 فروردین 1403,202404,2024-04-06 00:00:00.000,2024-04-06,4,April,6,406,202404,Saturday,نيمسال اول,1,NULL,دهه دوم,NULL,نیمه دوم ماه
1221,14030119,1403/01/19,1403,1,فروردین,19,یکشنبه,2,19,4,1,سه ماهه اول,1,یکشنبه 19 فروردین 1403,202404,2024-04-07 00:00:00.000,2024-04-07,4,April,7,407,202404,Sunday,نيمسال اول,1,NULL,دهه دوم,NULL,نیمه دوم ماه
1222,14030120,1403/01/20,1403,1,فروردین,20,دوشنبه,3,20,4,1,سه ماهه اول,1,دوشنبه 20 فروردین 1403,202404,2024-04-08 00:00:00.000,2024-04-08,4,April,8,408,202404,Monday,نيمسال اول,1,NULL,دهه دوم,NULL,نیمه دوم ماه
1223,14030121,1403/01/21,1403,1,فروردین,21,سه شنبه,4,21,4,1,سه ماهه اول,1,سه شنبه 21 فروردین 1403,202404,2024-04-09 00:00:00.000,2024-04-09,4,April,9,409,202404,Tuesday,نيمسال اول,1,NULL,دهه سوم,NULL,نیمه دوم ماه
1224,14030122,1403/01/22,1403,1,فروردین,22,چهارشنبه,5,22,4,1,سه ماهه اول,1,چهارشنبه 22 فروردین 1403,202404,2024-04-10 00:00:00.000,2024-04-10,4,April,10,410,202404,Wednesday,نيمسال اول,1,NULL,دهه سوم,NULL,نیمه دوم ماه
1225,14030123,1403/01/23,1403,1,فروردین,23,پنج شنبه,6,23,4,1,سه ماهه اول,1,پنج شنبه 23 فروردین 1403,202404,2024-04-11 00:00:00.000,2024-04-11,4,April,11,411,202404,Thursday,نيمسال اول,1,NULL,دهه سوم,NULL,نیمه دوم ماه
1226,14030124,1403/01/24,1403,1,فروردین,24,جمعه,7,24,4,1,سه ماهه اول,1,جمعه 24 فروردین 1403,202404,2024-04-12 00:00:00.000,2024-04-12,4,April,12,412,202404,Friday,نيمسال اول,1,True,دهه سوم,NULL,نیمه دوم ماه
1227,14030125,1403/01/25,1403,1,فروردین,25,شنبه,1,25,5,1,سه ماهه اول,1,شنبه 25 فروردین 1403,202404,2024-04-13 00:00:00.000,2024-04-13,4,April,13,413,202404,Saturday,نيمسال اول,1,NULL,دهه سوم,NULL,نیمه دوم ماه
1228,14030126,1403/01/26,1403,1,فروردین,26,یکشنبه,2,26,5,1,سه ماهه اول,1,یکشنبه 26 فروردین 1403,202404,2024-04-14 00:00:00.000,2024-04-14,4,April,14,414,202404,Sunday,نيمسال اول,1,NULL,دهه سوم,NULL,نیمه دوم ماه
1229,14030127,1403/01/27,1403,1,فروردین,27,دوشنبه,3,27,5,1,سه ماهه اول,1,دوشنبه 27 فروردین 1403,202404,2024-04-15 00:00:00.000,2024-04-15,4,April,15,415,202404,Monday,نيمسال اول,1,NULL,دهه سوم,NULL,نیمه دوم ماه
1230,14030128,1403/01/28,1403,1,فروردین,28,سه شنبه,4,28,5,1,سه ماهه اول,1,سه شنبه 28 فروردین 1403,202404,2024-04-16 00:00:00.000,2024-04-16,4,April,16,416,202404,Tuesday,نيمسال اول,1,NULL,دهه سوم,NULL,نیمه دوم ماه
1231,14030129,1403/01/29,1403,1,فروردین,29,چهارشنبه,5,29,5,1,سه ماهه اول,1,چهارشنبه 29 فروردین 1403,202404,2024-04-17 00:00:00.000,2024-04-17,4,April,17,417,202404,Wednesday,نيمسال اول,1,NULL,دهه سوم,NULL,نیمه دوم ماه
1232,14030130,1403/01/30,1403,1,فروردین,30,پنج شنبه,6,30,5,1,سه ماهه اول,1,پنج شنبه 30 فروردین 1403,202404,2024-04-18 00:00:00.000,2024-04-18,4,April,18,418,202404,Thursday,نيمسال اول,1,NULL,دهه سوم,NULL,نیمه دوم ماه
1233,14030131,1403/01/31,1403,1,فروردین,31,جمعه,7,31,5,1,سه ماهه اول,1,جمعه 31 فروردین 1403,202404,2024-04-19 00:00:00.000,2024-04-19,4,April,19,419,202404,Friday,نيمسال اول,1,True,دهه سوم,NULL,نیمه دوم ماه
1234,14030201,1403/02/01,1403,2,ارديبهشت,32,شنبه,1,1,6,1,سه ماهه اول,2,شنبه 1 اردیبهشت 1403,202404,2024-04-20 00:00:00.000,2024-04-20,4,April,20,420,202404,Saturday,نيمسال اول,1,NULL,دهه اول,1211,نیمه اول ماه
1235,14030202,1403/02/02,1403,2,ارديبهشت,33,یکشنبه,2,2,6,1,سه ماهه اول,2,یکشنبه 2 اردیبهشت 1403,202404,2024-04-21 00:00:00.000,2024-04-21,4,April,21,421,202404,Sunday,نيمسال اول,1,NULL,دهه اول,1212,نیمه اول ماه
1236,14030203,1403/02/03,1403,2,ارديبهشت,34,دوشنبه,3,3,6,1,سه ماهه اول,2,دوشنبه 3 اردیبهشت 1403,202404,2024-04-22 00:00:00.000,2024-04-22,4,April,22,422,202404,Monday,نيمسال اول,1,NULL,دهه اول,1213,نیمه اول ماه
1237,14030204,1403/02/04,1403,2,ارديبهشت,35,سه شنبه,4,4,6,1,سه ماهه اول,2,سه شنبه 4 اردیبهشت 1403,202404,2024-04-23 00:00:00.000,2024-04-23,4,April,23,423,202404,Tuesday,نيمسال اول,1,NULL,دهه اول,1214,نیمه اول ماه
1238,14030205,1403/02/05,1403,2,ارديبهشت,36,چهارشنبه,5,5,6,1,سه ماهه اول,2,چهارشنبه 5 اردیبهشت 1403,202404,2024-04-24 00:00:00.000,2024-04-24,4,April,24,424,202404,Wednesday,نيمسال اول,1,NULL,دهه اول,1215,نیمه اول ماه
1239,14030206,1403/02/06,1403,2,ارديبهشت,37,پنج شنبه,6,6,6,1,سه ماهه اول,2,پنج شنبه 6 اردیبهشت 1403,202404,2024-04-25 00:00:00.000,2024-04-25,4,April,25,425,202404,Thursday,نيمسال اول,1,NULL,دهه اول,1216,نیمه اول ماه
1240,14030207,1403/02/07,1403,2,ارديبهشت,38,جمعه,7,7,6,1,سه ماهه اول,2,جمعه 7 اردیبهشت 1403,202404,2024-04-26 00:00:00.000,2024-04-26,4,April,26,426,202404,Friday,نيمسال اول,1,True,دهه اول,1217,نیمه اول ماه
