User_ID,Case_Start_Date,Activity_Start_Date,Browser,Operating_System,Device,Country,Visited_Page,Time_on_Page
U_1308,12/10/2021 16:30:00,12/10/2021 16:30:33,B_3,OS_1,D_2,Iran,Page_309,13
U_1308,12/10/2021 16:30:00,12/10/2021 16:30:46,B_3,OS_1,D_2,Iran,Page_0,2
U_1308,12/10/2021 16:30:00,12/10/2021 16:30:48,B_3,OS_1,D_2,Iran,Page_222,22
U_1308,12/10/2021 16:30:00,12/10/2021 16:31:10,B_3,OS_1,D_2,Iran,Page_175,14
U_1308,12/10/2021 16:30:00,12/10/2021 16:31:24,B_3,OS_1,D_2,Iran,Page_222,17
U_1308,12/10/2021 16:30:00,12/10/2021 16:31:41,B_3,OS_1,D_2,Iran,Page_0,12
U_1308,12/10/2021 16:30:00,12/10/2021 16:31:53,B_3,OS_1,D_2,Iran,Page_210,19
U_1308,12/10/2021 16:30:00,12/10/2021 16:32:12,B_3,OS_1,D_2,Iran,Page_326,1554
U_1309,12/11/2021 13:32:00,12/11/2021 14:10:50,B_1,OS_1,D_2,Iran,Page_12,477
U_1309,12/11/2021 13:32:00,12/11/2021 14:18:47,B_1,OS_1,D_2,Iran,Page_31,61
U_1309,12/11/2021 13:32:00,12/11/2021 14:19:48,B_1,OS_1,D_2,Iran,Page_32,9
U_1309,12/11/2021 13:32:00,12/11/2021 14:19:57,B_1,OS_1,D_2,Iran,Page_33,1179
U_1310,12/7/2021 19:51:00,12/7/2021 19:51:08,B_4,OS_0,D_0,Iran,Page_0,6
U_1311,12/10/2021 13:30:00,12/10/2021 13:30:00,B_1,OS_1,D_2,Iran,Page_192,838
U_1311,12/10/2021 13:30:00,12/10/2021 13:43:58,B_1,OS_1,D_2,Iran,Page_90,17
U_1311,12/10/2021 13:30:00,12/10/2021 13:44:15,B_1,OS_1,D_2,Iran,Page_31,1520
U_1311,12/10/2021 13:30:00,12/10/2021 14:09:35,B_1,OS_1,D_2,Iran,Page_192,20
U_1312,12/29/2021 17:11:00,12/29/2021 17:11:00,B_3,OS_1,D_2,Iran,Page_0,17
U_1312,12/29/2021 17:11:00,12/29/2021 17:11:17,B_3,OS_1,D_2,Iran,Page_69,17
U_1312,12/29/2021 17:11:00,12/29/2021 17:11:34,B_3,OS_1,D_2,Iran,Page_113,18
U_1312,12/29/2021 17:11:00,12/29/2021 17:11:52,B_3,OS_1,D_2,Iran,Page_69,8
U_1312,12/29/2021 17:11:00,12/29/2021 17:12:00,B_3,OS_1,D_2,Iran,Page_162,15
U_1312,12/29/2021 17:11:00,12/29/2021 17:12:15,B_3,OS_1,D_2,Iran,Page_217,259
U_1312,12/29/2021 17:11:00,12/29/2021 17:16:34,B_3,OS_1,D_2,Iran,Page_0,9
U_1312,12/29/2021 17:11:00,12/29/2021 17:16:43,B_3,OS_1,D_2,Iran,Page_69,4
U_1312,12/29/2021 17:11:00,12/29/2021 17:16:47,B_3,OS_1,D_2,Iran,Page_162,9
U_1312,12/29/2021 17:11:00,12/29/2021 17:16:56,B_3,OS_1,D_2,Iran,Page_293,3
U_1312,12/29/2021 17:11:00,12/29/2021 17:16:59,B_3,OS_1,D_2,Iran,Page_162,6
U_1312,12/29/2021 17:11:00,12/29/2021 17:17:05,B_3,OS_1,D_2,Iran,Page_217,186
U_1313,12/2/2021 22:02:00,12/2/2021 22:02:00,B_4,OS_0,D_0,Iran,Page_0,6
U_1313,12/2/2021 22:02:00,12/2/2021 22:02:06,B_4,OS_0,D_0,Iran,Page_69,257
U_1313,12/2/2021 22:02:00,12/2/2021 22:06:23,B_4,OS_0,D_0,Iran,Page_0,71
U_1314,12/30/2021 13:11:00,12/30/2021 13:12:28,B_1,OS_1,D_2,Iran,Page_31,197
U_1314,12/30/2021 13:11:00,12/30/2021 13:16:32,B_1,OS_1,D_2,Iran,Page_5,13
U_1314,12/30/2021 13:11:00,12/30/2021 13:16:45,B_1,OS_1,D_2,Iran,Page_0,64
U_1314,12/30/2021 13:11:00,12/30/2021 13:17:49,B_1,OS_1,D_2,Iran,Page_5,1
U_1315,12/5/2021 14:59:00,12/5/2021 14:59:00,B_4,OS_0,D_0,United States,Page_0,24
U_1316,12/28/2021 18:11:00,12/28/2021 18:11:00,B_1,OS_1,D_2,Iran,Page_0,67
U_1316,12/28/2021 18:11:00,12/28/2021 18:14:05,B_1,OS_1,D_2,Iran,Page_120,13
U_1316,12/28/2021 18:11:00,12/28/2021 18:14:18,B_1,OS_1,D_2,Iran,Page_215,832
U_1316,12/28/2021 18:11:00,12/28/2021 18:28:10,B_1,OS_1,D_2,Iran,Page_168,197
U_1316,12/28/2021 18:11:00,12/28/2021 18:31:27,B_1,OS_1,D_2,Iran,Page_216,239
U_1316,12/28/2021 18:11:00,12/28/2021 18:35:26,B_1,OS_1,D_2,Iran,Page_217,260
U_1317,12/25/2021 16:55:00,12/25/2021 16:55:00,B_4,OS_0,D_0,Iran,Page_0,412
U_1318,12/7/2021 17:07:00,12/7/2021 17:07:00,B_4,OS_0,D_0,Iran,Page_255,1185
U_1319,12/13/2021 11:23:00,12/13/2021 11:23:00,B_1,OS_1,D_2,Iran,Page_72,331
U_1319,12/13/2021 11:23:00,12/13/2021 11:31:49,B_1,OS_1,D_2,Iran,Page_7,95
U_1319,12/13/2021 11:23:00,12/13/2021 11:33:24,B_1,OS_1,D_2,Iran,Page_154,53
U_1320,12/11/2021 17:27:00,12/11/2021 17:27:00,B_3,OS_1,D_2,Iran,Page_49,166
U_1320,12/11/2021 17:27:00,12/11/2021 17:32:33,B_3,OS_1,D_2,Iran,Page_15,20
U_1320,12/11/2021 17:27:00,12/11/2021 17:32:53,B_3,OS_1,D_2,Iran,Page_98,209
U_1320,12/11/2021 17:27:00,12/11/2021 17:36:22,B_3,OS_1,D_2,Iran,Page_126,59
U_1320,12/11/2021 17:27:00,12/11/2021 17:37:21,B_3,OS_1,D_2,Iran,Page_16,69
U_1320,12/11/2021 17:27:00,12/11/2021 17:38:30,B_3,OS_1,D_2,Iran,Page_48,25
U_1320,12/11/2021 17:27:00,12/11/2021 17:38:55,B_3,OS_1,D_2,Iran,Page_13,71
U_1320,12/11/2021 17:27:00,12/11/2021 17:40:56,B_3,OS_1,D_2,Iran,Page_35,36
U_1320,12/11/2021 17:27:00,12/11/2021 17:41:32,B_3,OS_1,D_2,Iran,Page_315,510
U_1321,12/25/2021 12:34:00,12/25/2021 12:35:16,B_5,OS_2,D_0,Iran,Page_99,6
U_1321,12/25/2021 12:34:00,12/25/2021 12:35:28,B_5,OS_2,D_0,Iran,Page_122,2
U_1322,12/4/2021 11:37:00,12/4/2021 11:37:00,B_1,OS_1,D_2,Iran,Page_0,24
U_1322,12/4/2021 11:37:00,12/4/2021 11:37:24,B_1,OS_1,D_2,Iran,Page_246,37
U_1322,12/4/2021 11:37:00,12/4/2021 11:38:01,B_1,OS_1,D_2,Iran,Page_314,896
U_1322,12/4/2021 11:37:00,12/4/2021 11:52:57,B_1,OS_1,D_2,Iran,Page_5,0
U_1323,12/30/2021 0:41:00,12/30/2021 0:56:46,B_1,OS_1,D_2,Iran,Page_84,126
U_1324,12/10/2021 12:33:00,12/10/2021 12:33:00,B_4,OS_0,D_0,Iran,Page_0,18
U_1324,12/10/2021 12:33:00,12/10/2021 12:34:05,B_4,OS_0,D_0,Iran,Page_213,62
U_1325,12/30/2021 10:19:00,12/30/2021 10:19:00,B_3,OS_1,D_2,Iran,Page_75,10
U_1325,12/30/2021 10:19:00,12/30/2021 10:19:30,B_3,OS_1,D_2,Iran,Page_114,13
U_1325,12/30/2021 10:19:00,12/30/2021 10:19:43,B_3,OS_1,D_2,Iran,Page_82,11
U_1325,12/30/2021 10:19:00,12/30/2021 10:19:54,B_3,OS_1,D_2,Iran,Page_83,5
U_1325,12/30/2021 10:19:00,12/30/2021 10:19:59,B_3,OS_1,D_2,Iran,Page_84,11
U_1325,12/30/2021 10:19:00,12/30/2021 10:20:39,B_3,OS_1,D_2,Iran,Page_75,12
U_1325,12/30/2021 10:19:00,12/30/2021 10:20:51,B_3,OS_1,D_2,Iran,Page_254,8
U_1325,12/30/2021 10:19:00,12/30/2021 10:21:07,B_3,OS_1,D_2,Iran,Page_192,8
U_1325,12/30/2021 10:19:00,12/30/2021 10:21:22,B_3,OS_1,D_2,Iran,Page_86,9
U_1325,12/30/2021 10:19:00,12/30/2021 10:21:31,B_3,OS_1,D_2,Iran,Page_85,47
U_1325,12/30/2021 10:19:00,12/30/2021 10:23:59,B_3,OS_1,D_2,Iran,Page_86,58
U_1325,12/30/2021 10:19:00,12/30/2021 10:28:38,B_3,OS_1,D_2,Iran,Page_254,65
U_1325,12/30/2021 10:19:00,12/30/2021 10:29:43,B_3,OS_1,D_2,Iran,Page_75,142
U_1325,12/30/2021 10:19:00,12/30/2021 10:36:46,B_3,OS_1,D_2,Iran,Page_84,111
U_1325,12/30/2021 10:19:00,12/30/2021 10:39:19,B_3,OS_1,D_2,Iran,Page_82,49
U_1325,12/30/2021 10:19:00,12/30/2021 10:40:08,B_3,OS_1,D_2,Iran,Page_114,45
U_1326,12/25/2021 17:39:00,12/25/2021 17:39:00,B_2,OS_1,D_2,Iran,Page_0,71
U_1326,12/25/2021 17:39:00,12/25/2021 17:40:11,B_2,OS_1,D_2,Iran,Page_156,357
U_1326,12/25/2021 17:39:00,12/25/2021 17:46:08,B_2,OS_1,D_2,Iran,Page_0,375
U_1327,12/15/2021 16:04:00,12/15/2021 16:04:00,B_0,OS_0,D_0,Iran,Page_285,80
U_1327,12/15/2021 16:04:00,12/15/2021 16:08:05,B_0,OS_0,D_0,Iran,Page_182,70
U_1328,12/8/2021 10:12:00,12/8/2021 10:12:00,B_1,OS_1,D_2,Iran,Page_0,365
U_1328,12/8/2021 10:12:00,12/8/2021 10:18:05,B_1,OS_1,D_2,Iran,Page_198,399
U_1328,12/8/2021 10:12:00,12/8/2021 10:24:44,B_1,OS_1,D_2,Iran,Page_144,401
U_1328,12/8/2021 10:12:00,12/8/2021 10:31:25,B_1,OS_1,D_2,Iran,Page_198,1446
U_1328,12/8/2021 10:12:00,12/8/2021 10:55:31,B_1,OS_1,D_2,Iran,Page_0,10
U_1328,12/8/2021 10:12:00,12/8/2021 10:55:41,B_1,OS_1,D_2,Iran,Page_160,1195
U_1328,12/8/2021 10:12:00,12/8/2021 11:15:36,B_1,OS_1,D_2,Iran,Page_0,13
U_1329,12/11/2021 12:20:00,12/11/2021 12:20:00,B_1,OS_1,D_2,Iran,Page_191,383
U_1329,12/11/2021 12:20:00,12/11/2021 12:26:38,B_1,OS_1,D_2,Iran,Page_46,1173
U_1329,12/11/2021 12:20:00,12/11/2021 12:46:11,B_1,OS_1,D_2,Iran,Page_191,428
U_1329,12/11/2021 12:20:00,12/11/2021 12:53:19,B_1,OS_1,D_2,Iran,Page_46,502
U_1329,12/11/2021 12:20:00,12/11/2021 13:01:41,B_1,OS_1,D_2,Iran,Page_191,578
U_1329,12/11/2021 12:20:00,12/11/2021 13:11:19,B_1,OS_1,D_2,Iran,Page_108,63
U_1329,12/11/2021 12:20:00,12/11/2021 13:12:45,B_1,OS_1,D_2,Iran,Page_21,13
U_1329,12/11/2021 12:20:00,12/11/2021 13:12:58,B_1,OS_1,D_2,Iran,Page_119,17
U_1329,12/11/2021 12:20:00,12/11/2021 13:13:15,B_1,OS_1,D_2,Iran,Page_46,26
U_1329,12/11/2021 12:20:00,12/11/2021 13:13:41,B_1,OS_1,D_2,Iran,Page_38,4381
U_1330,12/17/2021 5:56:00,12/17/2021 5:56:16,B_4,OS_0,D_0,Iran,Page_0,29
U_1330,12/17/2021 5:56:00,12/17/2021 5:58:40,B_4,OS_0,D_0,Iran,Page_132,21
U_1330,12/17/2021 5:56:00,12/17/2021 5:59:26,B_4,OS_0,D_0,Iran,Page_133,9
U_1330,12/17/2021 5:56:00,12/17/2021 5:59:35,B_4,OS_0,D_0,Iran,Page_185,55
U_1330,12/17/2021 5:56:00,12/17/2021 6:00:30,B_4,OS_0,D_0,Iran,Page_133,10
U_1330,12/17/2021 5:56:00,12/17/2021 6:01:04,B_4,OS_0,D_0,Iran,Page_214,135
U_1330,12/17/2021 5:56:00,12/17/2021 6:03:27,B_4,OS_0,D_0,Iran,Page_12,74
U_1331,12/27/2021 16:07:00,12/27/2021 16:07:00,B_4,OS_0,D_0,Iran,Page_0,4
U_1331,12/27/2021 16:07:00,12/27/2021 16:09:35,B_4,OS_0,D_0,Iran,Page_267,11
U_1332,12/14/2021 16:14:00,12/14/2021 16:18:17,B_1,OS_1,D_2,Iran,Page_49,146
U_1333,12/16/2021 14:54:00,12/16/2021 15:04:57,B_4,OS_0,D_0,Iran,Page_12,21
U_1333,12/16/2021 14:54:00,12/16/2021 15:05:18,B_4,OS_0,D_0,Iran,Page_31,69
U_1334,12/12/2021 17:59:00,12/12/2021 17:59:36,B_6,OS_0,D_0,Iran,Page_8,13
U_1334,12/12/2021 17:59:00,12/12/2021 18:01:03,B_6,OS_0,D_0,Iran,Page_2,20
U_1335,12/18/2021 0:44:00,12/18/2021 0:44:00,B_4,OS_0,D_0,Iran,Page_49,1244
U_1335,12/18/2021 0:44:00,12/18/2021 1:05:23,B_4,OS_0,D_0,Iran,Page_31,655
U_1335,12/18/2021 0:44:00,12/18/2021 1:17:36,B_4,OS_0,D_0,Iran,Page_49,12
U_1336,12/10/2021 16:18:00,12/10/2021 16:18:00,B_0,OS_0,D_0,Iran,Page_0,3
U_1336,12/10/2021 16:18:00,12/10/2021 16:18:03,B_0,OS_0,D_0,Iran,Page_334,204
U_1336,12/10/2021 16:18:00,12/10/2021 16:21:27,B_0,OS_0,D_0,Iran,Page_0,19
U_1336,12/10/2021 16:18:00,12/10/2021 16:21:56,B_0,OS_0,D_0,Iran,Page_159,12
U_1336,12/10/2021 16:18:00,12/10/2021 16:22:08,B_0,OS_0,D_0,Iran,Page_194,5
U_1336,12/10/2021 16:18:00,12/10/2021 16:22:13,B_0,OS_0,D_0,Iran,Page_302,77
U_1337,12/4/2021 14:09:00,12/4/2021 14:09:00,B_4,OS_0,D_0,Iran,Page_0,104
U_1338,12/18/2021 16:55:00,12/18/2021 17:03:26,B_4,OS_0,D_0,Iran,Page_1,13
U_1338,12/18/2021 16:55:00,12/18/2021 17:04:15,B_4,OS_0,D_0,Iran,Page_57,54
U_1338,12/18/2021 16:55:00,12/18/2021 17:05:28,B_4,OS_0,D_0,Iran,Page_120,425
U_1339,12/22/2021 10:27:00,12/22/2021 10:27:00,B_3,OS_1,D_2,Iran,Page_222,3492
U_1340,12/17/2021 20:06:00,12/17/2021 20:06:33,B_4,OS_0,D_0,Iran,Page_0,186
U_1340,12/17/2021 20:06:00,12/17/2021 20:09:47,B_4,OS_0,D_0,Iran,Page_1,75
U_1341,12/8/2021 0:13:00,12/8/2021 0:13:10,B_5,OS_2,D_0,Iran,Page_258,27
U_1341,12/8/2021 0:13:00,12/8/2021 0:13:37,B_5,OS_2,D_0,Iran,Page_349,370
U_1341,12/8/2021 0:13:00,12/8/2021 0:19:47,B_5,OS_2,D_0,Iran,Page_320,563
U_1342,12/11/2021 17:14:00,12/11/2021 18:21:48,B_1,OS_0,D_1,Iran,Page_323,869
U_1343,12/8/2021 1:25:00,12/8/2021 1:35:17,B_4,OS_0,D_0,Iran,Page_5,2
U_1343,12/8/2021 1:25:00,12/8/2021 1:35:37,B_4,OS_0,D_0,Iran,Page_243,373
U_1343,12/8/2021 1:25:00,12/8/2021 1:41:50,B_4,OS_0,D_0,Iran,Page_25,36
U_1343,12/8/2021 1:25:00,12/8/2021 1:42:26,B_4,OS_0,D_0,Iran,Page_26,306
U_1343,12/8/2021 1:25:00,12/8/2021 1:47:32,B_4,OS_0,D_0,Iran,Page_25,3
U_1343,12/8/2021 1:25:00,12/8/2021 1:47:35,B_4,OS_0,D_0,Iran,Page_243,51
U_1343,12/8/2021 1:25:00,12/8/2021 1:48:26,B_4,OS_0,D_0,Iran,Page_126,266
U_1343,12/8/2021 1:25:00,12/8/2021 1:52:52,B_4,OS_0,D_0,Iran,Page_35,172
U_1344,12/22/2021 16:16:00,12/22/2021 16:16:00,B_1,OS_1,D_2,Iran,Page_0,11
U_1345,12/7/2021 12:54:00,12/7/2021 12:54:00,B_1,OS_1,D_2,Iran,Page_0,5
U_1345,12/7/2021 12:54:00,12/7/2021 12:54:05,B_1,OS_1,D_2,Iran,Page_5,10
U_1346,12/13/2021 12:58:00,12/13/2021 13:08:29,B_4,OS_0,D_0,Iran,Page_5,35
U_1347,12/18/2021 18:56:00,12/18/2021 18:56:17,B_4,OS_0,D_0,Iran,Page_0,311
U_1348,12/27/2021 18:42:00,12/27/2021 18:53:40,B_5,OS_2,D_0,Germany,Page_189,488
U_1349,12/2/2021 1:42:00,12/2/2021 1:45:28,B_4,OS_0,D_0,Iran,Page_77,104
U_1349,12/2/2021 1:42:00,12/2/2021 1:47:12,B_4,OS_0,D_0,Iran,Page_72,39
U_1349,12/2/2021 1:42:00,12/2/2021 1:47:51,B_4,OS_0,D_0,Iran,Page_77,158
U_1349,12/2/2021 1:42:00,12/2/2021 1:50:51,B_4,OS_0,D_0,Iran,Page_326,180
U_1349,12/2/2021 1:42:00,12/2/2021 1:54:31,B_4,OS_0,D_0,Iran,Page_77,128
U_1349,12/2/2021 1:42:00,12/2/2021 1:59:44,B_4,OS_0,D_0,Iran,Page_78,118
U_1349,12/2/2021 1:42:00,12/2/2021 2:01:42,B_4,OS_0,D_0,Iran,Page_73,64
U_1349,12/2/2021 1:42:00,12/2/2021 2:02:46,B_4,OS_0,D_0,Iran,Page_78,2
U_1350,12/6/2021 16:52:00,12/6/2021 16:52:00,B_1,OS_1,D_2,Iran,Page_181,401
U_1350,12/6/2021 16:52:00,12/6/2021 16:58:41,B_1,OS_1,D_2,Iran,Page_205,793
U_1350,12/6/2021 16:52:00,12/6/2021 17:11:54,B_1,OS_1,D_2,Iran,Page_206,1132
U_1350,12/6/2021 16:52:00,12/6/2021 17:30:46,B_1,OS_1,D_2,Iran,Page_232,489
U_1350,12/6/2021 16:52:00,12/6/2021 17:38:55,B_1,OS_1,D_2,Iran,Page_205,728
U_1351,12/18/2021 14:18:00,12/18/2021 14:18:00,B_4,OS_0,D_0,Iran,Page_0,8
U_1352,12/15/2021 9:27:00,12/15/2021 9:27:00,B_4,OS_0,D_0,Iran,Page_285,31
U_1353,12/2/2021 18:07:00,12/2/2021 18:07:00,B_1,OS_1,D_2,Iran,Page_283,239
U_1353,12/2/2021 18:07:00,12/2/2021 18:13:32,B_1,OS_1,D_2,Iran,Page_227,202
U_1353,12/2/2021 18:07:00,12/2/2021 18:20:33,B_1,OS_1,D_2,Iran,Page_283,31
U_1354,12/9/2021 21:12:00,12/9/2021 21:12:00,B_4,OS_0,D_0,Iran,Page_18,4238
U_1355,12/6/2021 22:53:00,12/6/2021 22:54:55,B_0,OS_0,D_0,Iran,Page_18,10
U_1356,12/8/2021 16:02:00,12/8/2021 16:02:00,B_1,OS_4,D_2,Iran,Page_15,1240
U_1356,12/8/2021 16:02:00,12/8/2021 16:22:40,B_1,OS_4,D_2,Iran,Page_98,17
U_1356,12/8/2021 16:02:00,12/8/2021 16:22:57,B_1,OS_4,D_2,Iran,Page_15,302
U_1356,12/8/2021 16:02:00,12/8/2021 16:27:59,B_1,OS_4,D_2,Iran,Page_98,111
U_1356,12/8/2021 16:02:00,12/8/2021 16:29:50,B_1,OS_4,D_2,Iran,Page_126,13
U_1356,12/8/2021 16:02:00,12/8/2021 16:30:03,B_1,OS_4,D_2,Iran,Page_16,43
U_1356,12/8/2021 16:02:00,12/8/2021 16:30:46,B_1,OS_4,D_2,Iran,Page_48,310
U_1357,12/18/2021 11:34:00,12/18/2021 11:34:00,B_0,OS_0,D_0,Iran,Page_5,27
U_1357,12/18/2021 11:34:00,12/18/2021 11:34:27,B_0,OS_0,D_0,Iran,Page_7,1787
U_1357,12/18/2021 11:34:00,12/18/2021 12:04:14,B_0,OS_0,D_0,Iran,Page_2,8
U_1358,12/1/2021 17:40:00,12/1/2021 17:40:00,B_3,OS_1,D_2,Iran,Page_117,5
U_1358,12/1/2021 17:40:00,12/1/2021 17:40:05,B_3,OS_1,D_2,Iran,Page_11,11
U_1358,12/1/2021 17:40:00,12/1/2021 17:40:16,B_3,OS_1,D_2,Iran,Page_117,3
U_1358,12/1/2021 17:40:00,12/1/2021 17:40:19,B_3,OS_1,D_2,Iran,Page_308,14
U_1358,12/1/2021 17:40:00,12/1/2021 17:40:33,B_3,OS_1,D_2,Iran,Page_117,301
U_1359,12/10/2021 22:12:00,12/10/2021 22:12:00,B_1,OS_1,D_2,Iran,Page_12,9
U_1359,12/10/2021 22:12:00,12/10/2021 22:12:09,B_1,OS_1,D_2,Iran,Page_5,16
U_1359,12/10/2021 22:12:00,12/10/2021 22:12:51,B_1,OS_1,D_2,Iran,Page_12,3
U_1359,12/10/2021 22:12:00,12/10/2021 22:12:54,B_1,OS_1,D_2,Iran,Page_31,8
U_1359,12/10/2021 22:12:00,12/10/2021 22:13:02,B_1,OS_1,D_2,Iran,Page_12,0
U_1360,12/7/2021 16:35:00,12/7/2021 16:38:28,B_3,OS_1,D_2,Iran,Page_0,160
U_1360,12/7/2021 16:35:00,12/7/2021 16:41:08,B_3,OS_1,D_2,Iran,Page_17,112
U_1360,12/7/2021 16:35:00,12/7/2021 16:43:00,B_3,OS_1,D_2,Iran,Page_130,180
U_1360,12/7/2021 16:35:00,12/7/2021 16:49:07,B_3,OS_1,D_2,Iran,Page_131,136
U_1360,12/7/2021 16:35:00,12/7/2021 16:51:23,B_3,OS_1,D_2,Iran,Page_222,118
U_1360,12/7/2021 16:35:00,12/7/2021 16:53:21,B_3,OS_1,D_2,Iran,Page_0,83
U_1360,12/7/2021 16:35:00,12/7/2021 16:54:44,B_3,OS_1,D_2,Iran,Page_299,6
U_1360,12/7/2021 16:35:00,12/7/2021 16:54:50,B_3,OS_1,D_2,Iran,Page_0,8
U_1361,12/5/2021 15:26:00,12/5/2021 15:26:00,B_4,OS_0,D_0,Iran,Page_49,744
U_1361,12/5/2021 15:26:00,12/5/2021 15:49:13,B_4,OS_0,D_0,Iran,Page_14,887
U_1362,12/2/2021 13:38:00,12/2/2021 13:38:00,B_4,OS_0,D_0,Iran,Page_0,14
U_1362,12/2/2021 13:38:00,12/2/2021 13:38:14,B_4,OS_0,D_0,Iran,Page_12,29
U_1362,12/2/2021 13:38:00,12/2/2021 13:41:44,B_4,OS_0,D_0,Iran,Page_47,113
U_1363,12/20/2021 12:30:00,12/20/2021 12:30:00,B_5,OS_2,D_0,Germany,Page_0,12
U_1363,12/20/2021 12:30:00,12/20/2021 12:30:12,B_5,OS_2,D_0,Germany,Page_5,16
U_1363,12/20/2021 12:30:00,12/20/2021 12:30:28,B_5,OS_2,D_0,Germany,Page_0,14
U_1363,12/20/2021 12:30:00,12/20/2021 12:31:21,B_5,OS_2,D_0,Germany,Page_17,470
U_1364,12/9/2021 8:24:00,12/9/2021 8:24:00,B_1,OS_1,D_2,Iran,Page_271,2475
U_1365,12/21/2021 20:13:00,12/21/2021 20:13:00,B_1,OS_1,D_2,Iran,Page_0,24
U_1365,12/21/2021 20:13:00,12/21/2021 20:13:24,B_1,OS_1,D_2,Iran,Page_157,149
U_1365,12/21/2021 20:13:00,12/21/2021 20:15:53,B_1,OS_1,D_2,Iran,Page_125,503
U_1365,12/21/2021 20:13:00,12/21/2021 20:24:16,B_1,OS_1,D_2,Iran,Page_0,11
U_1365,12/21/2021 20:13:00,12/21/2021 20:24:27,B_1,OS_1,D_2,Iran,Page_125,338
U_1366,12/1/2021 20:04:00,12/1/2021 20:04:00,B_5,OS_2,D_0,Iran,Page_5,8
U_1366,12/1/2021 20:04:00,12/1/2021 20:04:08,B_5,OS_2,D_0,Iran,Page_7,19
U_1367,12/20/2021 1:46:00,12/20/2021 1:46:00,B_4,OS_0,D_0,Iran,Page_7,20
U_1367,12/20/2021 1:46:00,12/20/2021 1:46:20,B_4,OS_0,D_0,Iran,Page_0,5
U_1367,12/20/2021 1:46:00,12/20/2021 1:46:25,B_4,OS_0,D_0,Iran,Page_7,10
U_1367,12/20/2021 1:46:00,12/20/2021 1:46:40,B_4,OS_0,D_0,Iran,Page_2,6
U_1367,12/20/2021 1:46:00,12/20/2021 1:48:01,B_4,OS_0,D_0,Iran,Page_0,5
U_1368,12/5/2021 17:33:00,12/5/2021 17:33:00,B_0,OS_0,D_0,Iran,Page_72,21
U_1368,12/5/2021 17:33:00,12/5/2021 17:33:21,B_0,OS_0,D_0,Iran,Page_99,319
U_1368,12/5/2021 17:33:00,12/5/2021 17:38:40,B_0,OS_0,D_0,Iran,Page_72,43
U_1368,12/5/2021 17:33:00,12/5/2021 17:39:23,B_0,OS_0,D_0,Iran,Page_99,148
U_1368,12/5/2021 17:33:00,12/5/2021 17:49:12,B_0,OS_0,D_0,Iran,Page_72,206
U_1369,12/18/2021 11:14:00,12/18/2021 11:14:00,B_1,OS_1,D_2,United Kingdom,Page_0,4
U_1370,12/15/2021 10:10:00,12/15/2021 10:10:00,B_0,OS_0,D_0,Iran,Page_12,1790
U_1370,12/15/2021 10:10:00,12/15/2021 10:39:50,B_0,OS_0,D_0,Iran,Page_31,908
U_1370,12/15/2021 10:10:00,12/15/2021 10:54:58,B_0,OS_0,D_0,Iran,Page_12,4
U_1370,12/15/2021 10:10:00,12/15/2021 10:55:02,B_0,OS_0,D_0,Iran,Page_31,10
U_1370,12/15/2021 10:10:00,12/15/2021 10:55:12,B_0,OS_0,D_0,Iran,Page_32,40
U_1370,12/15/2021 10:10:00,12/15/2021 10:55:52,B_0,OS_0,D_0,Iran,Page_12,4
U_1370,12/15/2021 10:10:00,12/15/2021 10:56:14,B_0,OS_0,D_0,Iran,Page_48,1112
U_1370,12/15/2021 10:10:00,12/15/2021 11:14:46,B_0,OS_0,D_0,Iran,Page_12,12
U_1370,12/15/2021 10:10:00,12/15/2021 11:14:58,B_0,OS_0,D_0,Iran,Page_47,432
U_1370,12/15/2021 10:10:00,12/15/2021 11:22:10,B_0,OS_0,D_0,Iran,Page_12,4
U_1370,12/15/2021 10:10:00,12/15/2021 11:22:46,B_0,OS_0,D_0,Iran,Page_29,13
U_1370,12/15/2021 10:10:00,12/15/2021 11:22:59,B_0,OS_0,D_0,Iran,Page_48,286
U_1370,12/15/2021 10:10:00,12/15/2021 11:27:45,B_0,OS_0,D_0,Iran,Page_12,13
U_1371,12/24/2021 21:55:00,12/24/2021 21:55:00,B_4,OS_0,D_0,Iran,Page_311,66
U_1372,12/11/2021 13:07:00,12/11/2021 13:07:42,B_1,OS_1,D_2,Iran,Page_5,6
U_1373,12/28/2021 9:42:00,12/28/2021 9:44:47,B_4,OS_2,D_0,Iran,Page_7,456
U_1374,12/2/2021 12:44:00,12/2/2021 12:44:00,B_1,OS_1,D_2,Iran,Page_12,20
U_1374,12/2/2021 12:44:00,12/2/2021 12:44:20,B_1,OS_1,D_2,Iran,Page_31,816
U_1374,12/2/2021 12:44:00,12/2/2021 13:08:33,B_1,OS_1,D_2,Iran,Page_32,286
U_1375,12/15/2021 22:50:00,12/15/2021 23:02:17,B_5,OS_2,D_0,Iran,Page_8,68
U_1375,12/15/2021 22:50:00,12/15/2021 23:03:25,B_5,OS_2,D_0,Iran,Page_5,36
U_1376,12/14/2021 12:07:00,12/14/2021 12:07:00,B_4,OS_0,D_0,Iran,Page_196,57
U_1376,12/14/2021 12:07:00,12/14/2021 12:08:55,B_4,OS_0,D_0,Iran,Page_0,10
U_1377,12/8/2021 9:18:00,12/8/2021 9:22:06,B_4,OS_0,D_0,Iran,Page_0,12
U_1378,12/28/2021 15:16:00,12/28/2021 15:16:00,B_9,OS_1,D_2,Iran,Page_7,28
