Case_ID,Activity,Resource,ResourceGroup,Start_Timestamp,Complete_Timestamp,Requester,Part,Project,IsForce,RequestQuantity
OR-E000188,تایید سرپرست یا مدیر,Employee5632,خارجی,4/13/2019 11:58,4/13/2019 12:31,Department-20200222,Part-2010022900,Project-100400082,0,100
OR-E000188,بررسی سفارش توسط انبار,Employee4412,خارجی,4/13/2019 12:31,4/13/2019 16:21,Department-20200222,Part-2010022900,Project-100400082,0,100
OR-E000188,تایید معاون طرح و برنامه,Employee1580,خارجی,4/13/2019 16:21,4/16/2019 19:17,Department-20200222,Part-2010022900,Project-100400082,0,100
OR-E000188,تایید معاون طرح و برنامه,Employee3184,خارجی,4/14/2019 12:54,4/16/2019 12:52,Department-20200222,Part-2010022900,Project-100400082,0,100
OR-E000188,ثبت سفارش توسط انبار,Employee4412,خارجی,4/16/2019 19:17,4/20/2019 15:53,Department-20200222,Part-2010022900,Project-100400082,0,100
OR-E000188,بررسی مدیر انبار,Employee816,خارجی,4/20/2019 15:53,4/22/2019 17:17,Department-20200222,Part-2010022900,Project-100400082,0,100
OR-E000188,تأیید معاون درخواست کننده  ,Employee3188,خارجی,4/22/2019 17:17,4/27/2019 12:26,Department-20200222,Part-2010022900,Project-100400082,0,100
OR-E000188,بررسی بودجه تعدادی توسط سرپرست بازرگانی  ,Employee2528,خارجی,4/27/2019 12:26,4/28/2019 8:44,Department-20200222,Part-2010022900,Project-100400082,0,100
OR-E000188,بررسی بودجه تعدادی توسط سرپرست بازرگانی  ,Employee4460,خارجی,4/27/2019 16:39,4/28/2019 8:39,Department-20200222,Part-2010022900,Project-100400082,0,100
OR-E000188,تأیید مدیر ارشد بازرگانی  ,Employee2528,خارجی,4/28/2019 8:44,4/28/2019 9:01,Department-20200222,Part-2010022900,Project-100400082,0,100
OR-E000188,توزیع سفارش خارجی,Employee3044,خارجی,4/28/2019 9:01,4/28/2019 11:02,Department-20200222,Part-2010022900,Project-100400082,0,100
OR-E000188,اقدام کارشناس بازرگانی خارجی  ,Employee5320,خارجی,4/28/2019 11:02,11/13/2019 9:33,Department-20200222,Part-2010022900,Project-100400082,0,100
OR-E000188,اقدام کارشناس بازرگانی خارجی  ,Employee5320,خارجی,4/28/2019 11:02,4/28/2019 0:00,Department-20200222,Part-2010022900,Project-100400082,0,100
OR-E000188,اقدام کارشناس بازرگانی خارجی  ,Employee5320,خارجی,4/28/2019 11:02,5/15/2019 0:00,Department-20200222,Part-2010022900,Project-100400082,0,100
OR-E000188,اقدام کارشناس بازرگانی خارجی  ,Employee5320,خارجی,4/28/2019 11:02,5/20/2019 0:00,Department-20200222,Part-2010022900,Project-100400082,0,100
OR-E000188,اقدام کارشناس بازرگانی خارجی  ,Employee5320,خارجی,4/28/2019 11:02,5/21/2019 0:00,Department-20200222,Part-2010022900,Project-100400082,0,100
OR-E000188,اقدام کارشناس بازرگانی خارجی  ,Employee5320,خارجی,4/28/2019 11:02,11/5/2019 0:00,Department-20200222,Part-2010022900,Project-100400082,0,100
OR-E000188,اقدام کارشناس بازرگانی خارجی  ,Employee5320,خارجی,4/28/2019 11:02,11/5/2019 0:00,Department-20200222,Part-2010022900,Project-100400082,0,100
OR-E000188,توزیع سفارش به پشتیبانی جهت ترخیص کالا,Employee3916,خارجی,11/13/2019 9:33,12/28/2020 5:25,Department-20200222,Part-2010022900,Project-100400082,0,100
OR-E000188,ارسال سفارش به پشتیبانی جهت انجام امور پشتیبانی,Employee5320,خارجی,12/28/2020 5:25,4/18/2021 13:13,Department-20200222,Part-2010022900,Project-100400082,0,100
OR-E000188,ارسال سفارش به پشتیبانی جهت انجام امور پشتیبانی,Employee5320,خارجی,4/18/2021 13:13,4/18/2021 13:15,Department-20200222,Part-2010022900,Project-100400082,0,100
OR-E000188,تکمیل سفارش (ارسال کامل به انبار),Employee5320,خارجی,4/18/2021 13:15,4/18/2021 13:15,Department-20200222,Part-2010022900,Project-100400082,0,100
OR-E000190,ارسال درخواست,Employee2388,داخلی,4/13/2019 12:10,4/13/2019 12:10,Department-20200144,Part-2010022928,Project-100200004,0,6000
OR-E000190,تایید سرپرست یا مدیر,Employee404,داخلی,4/13/2019 12:10,4/13/2019 12:11,Department-20200144,Part-2010022928,Project-100200004,0,6000
OR-E000190,بررسی سفارش توسط انبار,Employee4412,داخلی,4/13/2019 12:11,4/13/2019 12:18,Department-20200144,Part-2010022928,Project-100200004,0,6000
OR-E000190,بررسی مدیر انبار,Employee816,داخلی,4/13/2019 12:18,4/13/2019 12:34,Department-20200144,Part-2010022928,Project-100200004,0,6000
OR-E000190,تأیید معاون درخواست کننده  ,Employee1580,داخلی,4/13/2019 12:34,4/13/2019 14:53,Department-20200144,Part-2010022928,Project-100200004,0,6000
OR-E000190,بررسی بودجه تعدادی توسط سرپرست بازرگانی  ,Employee2528,داخلی,4/13/2019 14:53,4/14/2019 9:05,Department-20200144,Part-2010022928,Project-100200004,0,6000
OR-E000190,بررسی بودجه تعدادی توسط سرپرست بازرگانی  ,Employee5760,داخلی,4/14/2019 9:05,4/14/2019 10:44,Department-20200144,Part-2010022928,Project-100200004,0,6000
OR-E000190,تأیید مدیر ارشد بازرگانی  ,Employee2528,داخلی,4/14/2019 10:44,4/14/2019 10:49,Department-20200144,Part-2010022928,Project-100200004,0,6000
OR-E000190,توزیع سفارش داخلی,Employee2484,داخلی,4/14/2019 10:49,4/18/2019 16:59,Department-20200144,Part-2010022928,Project-100200004,0,6000
OR-E000190,کنترل ثبت سفارش داخلی,Employee5692,داخلی,4/18/2019 16:59,4/20/2019 16:21,Department-20200144,Part-2010022928,Project-100200004,0,6000
OR-E000190,اقدام کارشناس بازرگانی داخلی برای خرید سفارش   ,Employee5744,داخلی,4/20/2019 16:21,6/1/2019 9:10,Department-20200144,Part-2010022928,Project-100200004,0,6000
OR-E000191,ارسال درخواست,Employee3712,داخلی,4/13/2019 12:21,4/13/2019 12:23,Department-20200180,Part-2010004476,Project-100200094,0,2
OR-E000191,تایید سرپرست یا مدیر,Employee3304,داخلی,4/13/2019 12:23,4/13/2019 14:50,Department-20200180,Part-2010004476,Project-100200094,0,2
OR-E000191,بررسی سفارش توسط انبار,Employee2760,داخلی,4/13/2019 14:50,4/13/2019 16:36,Department-20200180,Part-2010004476,Project-100200094,0,2
OR-E000191,بررسی مدیر انبار,Employee816,داخلی,4/13/2019 16:36,4/17/2019 16:57,Department-20200180,Part-2010004476,Project-100200094,0,2
OR-E000191,تأیید معاون درخواست کننده  ,Employee1096,داخلی,4/17/2019 16:57,4/18/2019 17:32,Department-20200180,Part-2010004476,Project-100200094,0,2
OR-E000191,بررسی بودجه تعدادی توسط سرپرست بازرگانی  ,Employee2528,داخلی,4/18/2019 17:32,4/20/2019 15:39,Department-20200180,Part-2010004476,Project-100200094,0,2
OR-E000191,بررسی بودجه تعدادی توسط سرپرست بازرگانی  ,Employee5760,داخلی,4/20/2019 15:39,4/22/2019 11:57,Department-20200180,Part-2010004476,Project-100200094,0,2
OR-E000191,تأیید مدیر ارشد بازرگانی  ,Employee2528,داخلی,4/22/2019 11:57,4/22/2019 13:00,Department-20200180,Part-2010004476,Project-100200094,0,2
OR-E000191,توزیع سفارش داخلی,Employee2484,داخلی,4/22/2019 13:00,4/27/2019 17:18,Department-20200180,Part-2010004476,Project-100200094,0,2
OR-E000191,کنترل ثبت سفارش داخلی,Employee5692,داخلی,4/27/2019 17:18,4/28/2019 11:18,Department-20200180,Part-2010004476,Project-100200094,0,2
OR-E000191,اقدام کارشناس بازرگانی داخلی برای خرید سفارش   ,Employee4052,داخلی,4/28/2019 11:18,7/25/2019 14:19,Department-20200180,Part-2010004476,Project-100200094,0,2
OR-E000191,اقدام کارشناس بازرگانی داخلی برای خرید سفارش   ,Employee4052,داخلی,4/28/2019 11:18,7/24/2019 0:00,Department-20200180,Part-2010004476,Project-100200094,0,2
OR-E000191,ارسال به انبار,Employee4052,داخلی,7/25/2019 14:19,7/25/2019 14:19,Department-20200180,Part-2010004476,Project-100200094,0,2
OR-E000192,ارسال درخواست,Employee1828,داخلی,4/13/2019 12:22,4/13/2019 12:22,Department-20200204,Part-2010002418,Project-100200198,0,8
OR-E000192,تایید معاون منابع انسانی,Employee1700,داخلی,4/13/2019 12:22,4/28/2019 17:37,Department-20200204,Part-2010002418,Project-100200198,0,8
OR-E000192,بررسی سفارش توسط انبار,Employee4412,داخلی,4/14/2019 12:50,4/14/2019 14:14,Department-20200204,Part-2010002418,Project-100200198,0,8
OR-E000192,بررسی مدیر انبار,Employee816,داخلی,4/14/2019 14:14,4/15/2019 16:02,Department-20200204,Part-2010002418,Project-100200198,0,8
OR-E000192,تأیید معاون درخواست کننده  ,Employee3184,داخلی,4/15/2019 16:02,4/25/2019 11:18,Department-20200204,Part-2010002418,Project-100200198,0,8
OR-E000192,بررسی بودجه تعدادی توسط سرپرست بازرگانی  ,Employee2528,داخلی,4/28/2019 17:37,4/29/2019 13:36,Department-20200204,Part-2010002418,Project-100200198,0,8
OR-E000192,بررسی بودجه تعدادی توسط سرپرست بازرگانی  ,Employee5760,داخلی,4/29/2019 13:36,4/29/2019 14:34,Department-20200204,Part-2010002418,Project-100200198,0,8
OR-E000192,تأیید مدیر ارشد بازرگانی  ,Employee2528,داخلی,4/29/2019 14:34,4/29/2019 14:54,Department-20200204,Part-2010002418,Project-100200198,0,8
OR-E000192,توزیع سفارش داخلی,Employee2484,داخلی,4/29/2019 14:54,5/22/2019 13:34,Department-20200204,Part-2010002418,Project-100200198,0,8
OR-E000192,کنترل ثبت سفارش داخلی,Employee5692,داخلی,5/22/2019 13:34,5/22/2019 15:18,Department-20200204,Part-2010002418,Project-100200198,0,8
OR-E000192,اقدام کارشناس بازرگانی داخلی برای خرید سفارش   ,Employee5508,داخلی,5/22/2019 15:18,7/8/2019 0:00,Department-20200204,Part-2010002418,Project-100200198,0,8
OR-E000192,اقدام کارشناس بازرگانی داخلی برای خرید سفارش   ,Employee5508,داخلی,5/22/2019 15:18,7/8/2019 9:40,Department-20200204,Part-2010002418,Project-100200198,0,8
OR-E000193,ارسال درخواست,Employee3856,داخلی,4/13/2019 14:14,4/13/2019 14:15,Department-20200104,Part-2010007762,Project-100200198,0,20
OR-E000193,تایید سرپرست یا مدیر,Employee5128,داخلی,4/13/2019 14:15,4/13/2019 16:27,Department-20200104,Part-2010007762,Project-100200198,0,20
OR-E000193,تایید سرپرست یا مدیر,Employee1332,داخلی,4/13/2019 16:27,4/13/2019 17:26,Department-20200104,Part-2010007762,Project-100200198,0,20
OR-E000193,بررسی سفارش توسط انبار,Employee5148,داخلی,4/13/2019 17:26,4/14/2019 19:40,Department-20200104,Part-2010007762,Project-100200198,0,20
OR-E000193,بررسی سفارش توسط انبار,Employee2076,داخلی,4/14/2019 19:40,4/14/2019 19:51,Department-20200104,Part-2010007762,Project-100200198,0,20
OR-E000193,بررسی سفارش توسط انبار,Employee816,داخلی,4/14/2019 19:51,4/20/2019 13:50,Department-20200104,Part-2010007762,Project-100200198,0,20
OR-E000193,بررسی سفارش توسط انبار,Employee4412,داخلی,4/20/2019 13:50,4/20/2019 14:05,Department-20200104,Part-2010007762,Project-100200198,0,20
OR-E000193,بررسی مدیر انبار,Employee816,داخلی,4/20/2019 14:05,4/20/2019 14:13,Department-20200104,Part-2010007762,Project-100200198,0,20
OR-E000193,تأیید معاون درخواست کننده  ,Employee3808,داخلی,4/20/2019 14:13,4/27/2019 10:59,Department-20200104,Part-2010007762,Project-100200198,0,20
OR-E000193,بررسی بودجه تعدادی توسط سرپرست بازرگانی  ,Employee2528,داخلی,4/27/2019 10:59,4/27/2019 15:36,Department-20200104,Part-2010007762,Project-100200198,0,20
OR-E000193,بررسی بودجه تعدادی توسط سرپرست بازرگانی  ,Employee5760,داخلی,4/27/2019 15:36,4/27/2019 18:18,Department-20200104,Part-2010007762,Project-100200198,0,20
OR-E000193,تأیید مدیر ارشد بازرگانی  ,Employee2528,داخلی,4/27/2019 18:18,4/27/2019 18:35,Department-20200104,Part-2010007762,Project-100200198,0,20
OR-E000193,توزیع سفارش داخلی,Employee2484,داخلی,4/27/2019 18:35,4/28/2019 8:40,Department-20200104,Part-2010007762,Project-100200198,0,20
OR-E000193,کنترل ثبت سفارش داخلی,Employee5692,داخلی,4/28/2019 8:40,4/28/2019 10:46,Department-20200104,Part-2010007762,Project-100200198,0,20
OR-E000193,اقدام کارشناس بازرگانی داخلی برای خرید سفارش   ,Employee5416,داخلی,4/28/2019 10:46,5/21/2019 12:37,Department-20200104,Part-2010007762,Project-100200198,0,20
OR-E000193,اقدام کارشناس بازرگانی داخلی برای خرید سفارش   ,Employee5416,داخلی,4/28/2019 10:46,4/28/2019 0:00,Department-20200104,Part-2010007762,Project-100200198,0,20
OR-E000194,ارسال درخواست,Employee2312,داخلی,4/13/2019 14:22,4/13/2019 14:23,Department-20200150,Part-2000005040,Project-100400016,1,100
OR-E000194,تایید سرپرست یا مدیر,Employee2556,داخلی,4/13/2019 14:23,4/16/2019 17:06,Department-20200150,Part-2000005040,Project-100400016,1,100
OR-E000194,بررسی سفارش توسط انبار,Employee4760,داخلی,4/16/2019 17:06,4/18/2019 10:39,Department-20200150,Part-2000005040,Project-100400016,1,100
OR-E000194,بررسی مدیر انبار,Employee816,داخلی,4/18/2019 10:39,4/20/2019 13:59,Department-20200150,Part-2000005040,Project-100400016,1,100
OR-E000194,تأیید معاون درخواست کننده  ,Employee1580,داخلی,4/20/2019 13:59,4/22/2019 18:29,Department-20200150,Part-2000005040,Project-100400016,1,100
OR-E000194,بررسی بودجه تعدادی توسط سرپرست بازرگانی  ,Employee2528,داخلی,4/22/2019 18:29,4/23/2019 15:31,Department-20200150,Part-2000005040,Project-100400016,1,100
OR-E000194,تأیید مدیر ارشد بازرگانی  ,Employee2528,داخلی,4/23/2019 15:31,4/23/2019 15:38,Department-20200150,Part-2000005040,Project-100400016,1,100
OR-E000194,توزیع سفارش داخلی,Employee2484,داخلی,4/23/2019 15:38,4/27/2019 17:17,Department-20200150,Part-2000005040,Project-100400016,1,100
OR-E000194,کنترل ثبت سفارش داخلی,Employee5692,داخلی,4/27/2019 17:17,4/28/2019 11:19,Department-20200150,Part-2000005040,Project-100400016,1,100
OR-E000194,اقدام کارشناس بازرگانی داخلی برای خرید سفارش   ,Employee5764,داخلی,4/28/2019 11:19,4/30/2019 0:00,Department-20200150,Part-2000005040,Project-100400016,1,100
OR-E000194,اقدام کارشناس بازرگانی داخلی برای خرید سفارش   ,Employee5764,داخلی,4/28/2019 11:19,4/30/2019 8:57,Department-20200150,Part-2000005040,Project-100400016,1,100
OR-E000195,ارسال درخواست,Employee1780,داخلی,4/13/2019 15:28,4/13/2019 15:29,Department-20200178,Part-2010003946,Project-100200198,0,8
OR-E000195,تایید سرپرست یا مدیر,Employee3304,داخلی,4/13/2019 15:29,4/16/2019 8:50,Department-20200178,Part-2010003946,Project-100200198,0,8
OR-E000195,بررسی سفارش توسط انبار,Employee2760,داخلی,4/16/2019 8:50,4/17/2019 9:45,Department-20200178,Part-2010003946,Project-100200198,0,8
OR-E000195,بررسی مدیر انبار,Employee816,داخلی,4/17/2019 9:45,4/22/2019 17:18,Department-20200178,Part-2010003946,Project-100200198,0,8
OR-E000195,بررسی مدیر انبار,Employee3304,داخلی,4/20/2019 13:54,4/23/2019 8:46,Department-20200178,Part-2010003946,Project-100200198,0,8
OR-E000195,تأیید معاون درخواست کننده  ,Employee1096,داخلی,4/22/2019 17:18,4/22/2019 21:39,Department-20200178,Part-2010003946,Project-100200198,0,8
OR-E000195,بررسی بودجه تعدادی توسط سرپرست بازرگانی  ,Employee2528,داخلی,4/22/2019 21:39,4/23/2019 15:26,Department-20200178,Part-2010003946,Project-100200198,0,8
OR-E000195,تأیید مدیر ارشد بازرگانی  ,Employee2528,داخلی,4/23/2019 15:26,4/23/2019 15:38,Department-20200178,Part-2010003946,Project-100200198,0,8
OR-E000195,توزیع سفارش داخلی,Employee2484,داخلی,4/23/2019 15:38,4/27/2019 17:22,Department-20200178,Part-2010003946,Project-100200198,0,8
OR-E000195,کنترل ثبت سفارش داخلی,Employee5692,داخلی,4/27/2019 17:22,4/28/2019 11:16,Department-20200178,Part-2010003946,Project-100200198,0,8
OR-E000195,اقدام کارشناس بازرگانی داخلی برای خرید سفارش   ,Employee5508,داخلی,4/28/2019 11:16,6/3/2019 7:42,Department-20200178,Part-2010003946,Project-100200198,0,8
OR-E000195,اقدام کارشناس بازرگانی داخلی برای خرید سفارش   ,Employee5508,داخلی,4/28/2019 11:16,6/3/2019 0:00,Department-20200178,Part-2010003946,Project-100200198,0,8
OR-E000196,ارسال درخواست,Employee4152,خارجی,4/13/2019 15:32,4/14/2019 11:14,Department-20200194,Part-2010013596,Project-100400110,0,8
OR-E000196,ارسال درخواست,Employee1560,خارجی,4/13/2019 15:34,4/14/2019 8:41,Department-20200194,Part-2010013596,Project-100400110,0,8
OR-E000196,بررسی و تایید معاون تحقیق و توسعه,Employee5648,خارجی,4/14/2019 11:14,4/14/2019 18:54,Department-20200194,Part-2010013596,Project-100400110,0,8
OR-E000196,بررسی سفارش توسط انبار,Employee4412,خارجی,4/14/2019 18:54,4/15/2019 10:13,Department-20200194,Part-2010013596,Project-100400110,0,8
OR-E000196,تایید معاون طرح و برنامه,Employee1580,خارجی,4/15/2019 10:13,4/15/2019 12:23,Department-20200194,Part-2010013596,Project-100400110,0,8
OR-E000196,ثبت سفارش توسط انبار,Employee4412,خارجی,4/15/2019 12:23,4/15/2019 15:33,Department-20200194,Part-2010013596,Project-100400110,0,8
OR-E000196,بررسی مدیر انبار,Employee816,خارجی,4/15/2019 15:33,4/17/2019 16:57,Department-20200194,Part-2010013596,Project-100400110,0,8
OR-E000196,بررسی بودجه تعدادی توسط سرپرست بازرگانی  ,Employee2528,خارجی,4/17/2019 16:57,4/17/2019 17:41,Department-20200194,Part-2010013596,Project-100400110,0,8
OR-E000196,تأیید مدیر ارشد بازرگانی  ,Employee2528,خارجی,4/17/2019 17:41,4/17/2019 17:41,Department-20200194,Part-2010013596,Project-100400110,0,8
OR-E000196,توزیع سفارش خارجی,Employee3044,خارجی,4/17/2019 17:41,4/17/2019 19:31,Department-20200194,Part-2010013596,Project-100400110,0,8
OR-E000196,اقدام کارشناس بازرگانی خارجی  ,Employee5320,خارجی,4/17/2019 19:31,4/18/2021 13:19,Department-20200194,Part-2010013596,Project-100400110,0,8
OR-E000196,اقدام کارشناس بازرگانی خارجی  ,Employee5320,خارجی,4/17/2019 19:31,4/24/2019 0:00,Department-20200194,Part-2010013596,Project-100400110,0,8
OR-E000196,اقدام کارشناس بازرگانی خارجی  ,Employee5320,خارجی,4/17/2019 19:31,5/12/2019 0:00,Department-20200194,Part-2010013596,Project-100400110,0,8
OR-E000196,اقدام کارشناس بازرگانی خارجی  ,Employee5320,خارجی,4/17/2019 19:31,5/12/2019 0:00,Department-20200194,Part-2010013596,Project-100400110,0,8
OR-E000196,اقدام کارشناس بازرگانی خارجی  ,Employee5320,خارجی,4/17/2019 19:31,5/18/2019 0:00,Department-20200194,Part-2010013596,Project-100400110,0,8
OR-E000196,اقدام کارشناس بازرگانی خارجی  ,Employee5320,خارجی,4/17/2019 19:31,6/17/2019 0:00,Department-20200194,Part-2010013596,Project-100400110,0,8
OR-E000196,اقدام کارشناس بازرگانی خارجی  ,Employee5320,خارجی,4/17/2019 19:31,6/4/2019 0:00,Department-20200194,Part-2010013596,Project-100400110,0,8
OR-E000196,ارسال سفارش به پشتیبانی جهت انجام امور پشتیبانی,Employee5320,خارجی,4/18/2021 13:19,4/18/2021 13:20,Department-20200194,Part-2010013596,Project-100400110,0,8
OR-E000196,ارسال سفارش به پشتیبانی جهت انجام امور پشتیبانی,Employee5320,خارجی,4/18/2021 13:20,4/18/2021 13:20,Department-20200194,Part-2010013596,Project-100400110,0,8
OR-E000196,تکمیل سفارش (ارسال کامل به انبار),Employee5320,خارجی,4/18/2021 13:20,4/18/2021 13:20,Department-20200194,Part-2010013596,Project-100400110,0,8
OR-E000197,ارسال درخواست,Employee2076,داخلی,4/13/2019 16:22,4/13/2019 16:22,Department-20200114,Part-2010002650,Project-100200198,0,900
OR-E000197,تایید سرپرست یا مدیر,Employee816,داخلی,4/13/2019 16:22,4/15/2019 15:36,Department-20200114,Part-2010002650,Project-100200198,0,900
OR-E000197,بررسی سفارش توسط انبار,Employee4412,داخلی,4/15/2019 15:36,4/15/2019 15:53,Department-20200114,Part-2010002650,Project-100200198,0,900
OR-E000197,بررسی مدیر انبار,Employee816,داخلی,4/15/2019 15:53,4/20/2019 13:49,Department-20200114,Part-2010002650,Project-100200198,0,900
OR-E000197,تأیید معاون درخواست کننده  ,Employee1580,داخلی,4/20/2019 13:49,4/22/2019 18:42,Department-20200114,Part-2010002650,Project-100200198,0,900
OR-E000197,بررسی بودجه تعدادی توسط سرپرست بازرگانی  ,Employee2528,داخلی,4/22/2019 18:42,4/23/2019 9:57,Department-20200114,Part-2010002650,Project-100200198,0,900
OR-E000197,بررسی بودجه تعدادی توسط سرپرست بازرگانی  ,Employee5760,داخلی,4/23/2019 9:57,4/23/2019 10:26,Department-20200114,Part-2010002650,Project-100200198,0,900
OR-E000197,تأیید مدیر ارشد بازرگانی  ,Employee2528,داخلی,4/23/2019 10:26,4/23/2019 14:09,Department-20200114,Part-2010002650,Project-100200198,0,900
OR-E000197,توزیع سفارش داخلی,Employee2484,داخلی,4/23/2019 14:09,4/27/2019 14:03,Department-20200114,Part-2010002650,Project-100200198,0,900
OR-E000197,کنترل ثبت سفارش داخلی,Employee5692,داخلی,4/27/2019 14:03,4/27/2019 14:04,Department-20200114,Part-2010002650,Project-100200198,0,900
OR-E000197,اقدام کارشناس بازرگانی داخلی برای خرید سفارش   ,Employee5508,داخلی,4/27/2019 14:04,4/30/2019 8:21,Department-20200114,Part-2010002650,Project-100200198,0,900
OR-E000197,اقدام کارشناس بازرگانی داخلی برای خرید سفارش   ,Employee5508,داخلی,4/27/2019 14:04,4/30/2019 0:00,Department-20200114,Part-2010002650,Project-100200198,0,900
OR-E000198,ارسال درخواست,Employee2312,داخلی,4/13/2019 18:37,4/13/2019 18:37,Department-20200150,Part-2010022932,Project-100400016,1,4
OR-E000198,تایید سرپرست یا مدیر,Employee2556,داخلی,4/13/2019 18:37,4/16/2019 17:06,Department-20200150,Part-2010022932,Project-100400016,1,4
OR-E000198,بررسی سفارش توسط انبار,Employee4760,داخلی,4/16/2019 17:06,4/18/2019 10:43,Department-20200150,Part-2010022932,Project-100400016,1,4
OR-E000198,بررسی مدیر انبار,Employee816,داخلی,4/18/2019 10:43,4/20/2019 13:59,Department-20200150,Part-2010022932,Project-100400016,1,4
OR-E000198,تأیید معاون درخواست کننده  ,Employee1580,داخلی,4/20/2019 13:59,4/22/2019 18:29,Department-20200150,Part-2010022932,Project-100400016,1,4
OR-E000198,بررسی بودجه تعدادی توسط سرپرست بازرگانی  ,Employee2528,داخلی,4/22/2019 18:29,4/23/2019 9:16,Department-20200150,Part-2010022932,Project-100400016,1,4
OR-E000198,بررسی بودجه تعدادی توسط سرپرست بازرگانی  ,Employee5760,داخلی,4/23/2019 9:16,4/23/2019 10:04,Department-20200150,Part-2010022932,Project-100400016,1,4
OR-E000198,تأیید مدیر ارشد بازرگانی  ,Employee2528,داخلی,4/23/2019 10:04,4/23/2019 14:09,Department-20200150,Part-2010022932,Project-100400016,1,4
OR-E000198,توزیع سفارش داخلی,Employee2484,داخلی,4/23/2019 14:09,4/27/2019 13:56,Department-20200150,Part-2010022932,Project-100400016,1,4
OR-E000198,کنترل ثبت سفارش داخلی,Employee5692,داخلی,4/27/2019 13:56,4/27/2019 14:08,Department-20200150,Part-2010022932,Project-100400016,1,4
OR-E000198,اقدام کارشناس بازرگانی داخلی برای خرید سفارش   ,Employee5508,داخلی,4/27/2019 14:08,5/30/2019 7:38,Department-20200150,Part-2010022932,Project-100400016,1,4
OR-E000198,اقدام کارشناس بازرگانی داخلی برای خرید سفارش   ,Employee5508,داخلی,4/27/2019 14:08,5/30/2019 0:00,Department-20200150,Part-2010022932,Project-100400016,1,4
OR-E000199,ارسال درخواست,Employee2312,داخلی,4/13/2019 18:40,4/13/2019 18:40,Department-20200150,Part-2010022932,Project-100400016,1,4
OR-E000199,تایید سرپرست یا مدیر,Employee2556,داخلی,4/13/2019 18:40,4/16/2019 17:06,Department-20200150,Part-2010022932,Project-100400016,1,4
OR-E000199,بررسی سفارش توسط انبار,Employee4760,داخلی,4/16/2019 17:06,4/18/2019 10:50,Department-20200150,Part-2010022932,Project-100400016,1,4
OR-E000199,بررسی مدیر انبار,Employee816,داخلی,4/18/2019 10:50,4/20/2019 13:59,Department-20200150,Part-2010022932,Project-100400016,1,4
OR-E000199,تأیید معاون درخواست کننده  ,Employee1580,داخلی,4/20/2019 13:59,4/22/2019 18:29,Department-20200150,Part-2010022932,Project-100400016,1,4
OR-E000199,بررسی بودجه تعدادی توسط سرپرست بازرگانی  ,Employee2528,داخلی,4/22/2019 18:29,4/23/2019 9:33,Department-20200150,Part-2010022932,Project-100400016,1,4
OR-E000199,بررسی بودجه تعدادی توسط سرپرست بازرگانی  ,Employee5760,داخلی,4/23/2019 9:33,4/23/2019 10:13,Department-20200150,Part-2010022932,Project-100400016,1,4
OR-E000199,تأیید مدیر ارشد بازرگانی  ,Employee2528,داخلی,4/23/2019 10:13,4/23/2019 14:09,Department-20200150,Part-2010022932,Project-100400016,1,4
OR-E000199,توزیع سفارش داخلی,Employee2484,داخلی,4/23/2019 14:09,4/27/2019 13:56,Department-20200150,Part-2010022932,Project-100400016,1,4
OR-E000199,کنترل ثبت سفارش داخلی,Employee5692,داخلی,4/27/2019 13:56,4/27/2019 14:08,Department-20200150,Part-2010022932,Project-100400016,1,4
OR-E000199,اقدام کارشناس بازرگانی داخلی برای خرید سفارش   ,Employee5508,داخلی,4/27/2019 14:08,5/30/2019 7:38,Department-20200150,Part-2010022932,Project-100400016,1,4
OR-E000199,اقدام کارشناس بازرگانی داخلی برای خرید سفارش   ,Employee5508,داخلی,4/27/2019 14:08,5/30/2019 0:00,Department-20200150,Part-2010022932,Project-100400016,1,4
OR-E000200,ارسال درخواست,Employee2312,داخلی,4/13/2019 18:42,4/13/2019 18:43,Department-20200150,Part-2010022932,Project-100400016,1,4
OR-E000200,تایید سرپرست یا مدیر,Employee2556,داخلی,4/13/2019 18:43,4/16/2019 17:06,Department-20200150,Part-2010022932,Project-100400016,1,4
OR-E000200,بررسی سفارش توسط انبار,Employee4760,داخلی,4/16/2019 17:06,4/18/2019 10:55,Department-20200150,Part-2010022932,Project-100400016,1,4
OR-E000200,بررسی مدیر انبار,Employee816,داخلی,4/18/2019 10:55,4/20/2019 13:59,Department-20200150,Part-2010022932,Project-100400016,1,4
OR-E000200,تأیید معاون درخواست کننده  ,Employee1580,داخلی,4/20/2019 13:59,4/22/2019 18:29,Department-20200150,Part-2010022932,Project-100400016,1,4
OR-E000200,بررسی بودجه تعدادی توسط سرپرست بازرگانی  ,Employee2528,داخلی,4/22/2019 18:29,4/23/2019 9:20,Department-20200150,Part-2010022932,Project-100400016,1,4
OR-E000200,بررسی بودجه تعدادی توسط سرپرست بازرگانی  ,Employee5760,داخلی,4/23/2019 9:20,4/23/2019 10:05,Department-20200150,Part-2010022932,Project-100400016,1,4
OR-E000200,تأیید مدیر ارشد بازرگانی  ,Employee2528,داخلی,4/23/2019 10:05,4/23/2019 14:09,Department-20200150,Part-2010022932,Project-100400016,1,4
OR-E000200,توزیع سفارش داخلی,Employee2484,داخلی,4/23/2019 14:09,4/27/2019 13:56,Department-20200150,Part-2010022932,Project-100400016,1,4
